iter	RMSE
117	0.004702529925
118	0.004691527927
119	0.004685889237
120	0.004674050367
121	0.004666563755
122	0.004658676071
123	0.004653311855
124	0.004643128672
125	0.004634333922
126	0.004630188622
127	0.00462562417
128	0.004618110482
129	0.004608382073
130	0.00459855649
131	0.004589349941
132	0.004582226794
133	0.00457432007
134	0.004564610448
135	0.004559054987
136	0.004552022654
137	0.004546768153
138	0.004538784527
139	0.004533746396
140	0.004528570962
141	0.004521651266
142	0.004517718611
143	0.004508436644
144	0.004497028921
145	0.004491475745
146	0.004486672095
147	0.004482037456
148	0.004475437233
149	0.004469150511
150	0.004464229046
151	0.004460545126
152	0.004457092878
153	0.004448535536
154	0.004443610647
155	0.004439177196
156	0.004430706655
157	0.004424182906
158	0.004412988704
159	0.004406485929
160	0.004401079198
161	0.004398453086
162	0.004394620016
163	0.004392139436
164	0.004387836534
165	0.00438375586
166	0.004381758864
167	0.004373162297
168	0.004368224022
169	0.004364500262
170	0.004357755368
171	0.00435331188
172	0.004348701687
173	0.004345355823
174	0.00434318168
175	0.004338979879
176	0.004333900795
177	0.004330907991
178	0.00432439462
179	0.004322295626
180	0.00431670709
181	0.004311985413
182	0.00430962229
183	0.004304827255
184	0.004302409994
185	0.004295296344
186	0.004289542466
187	0.004282313803
188	0.00427362546
189	0.004268965415
190	0.004265275062
191	0.00426214175
192	0.004258439204
193	0.004253076476
194	0.004247829142
195	0.004241956364
196	0.004237041049
197	0.004234410504
198	0.004228986462
199	0.00422380915
200	0.004221219593
201	0.004214566132
202	0.004211857486
203	0.004208790228
204	0.004206125459
205	0.004204223485
206	0.004200547503
207	0.004198688518
208	0.004195773218
209	0.004192492053
210	0.004189918574
211	0.00418318091
212	0.004179960349
213	0.004177654984
214	0.004175809414
215	0.004171104853
216	0.004169113352
217	0.004166141795
218	0.004162067279
219	0.004160319545
220	0.004159259195
221	0.004155267245
222	0.004151166161
223	0.004147604929
224	0.004143829335
225	0.004139981148
226	0.004136939246
227	0.004133321931
228	0.004126844792
229	0.004124373526
230	0.004121788383
231	0.004119201283
232	0.004117741315
233	0.004116259086
234	0.004113997475
235	0.004112294464
236	0.004108145896
237	0.004105898139
238	0.004103210437
239	0.004099963063
240	0.004096832575
241	0.004093909658
242	0.004091159223
243	0.00408895724
244	0.004086003918
245	0.004081810346
246	0.004080065232
247	0.004077307968
248	0.004075341752
249	0.004072636755
250	0.004071017983
251	0.004068082625
252	0.004066491127
253	0.004064082937
254	0.004061066426
255	0.004058724144
256	0.004052599864
257	0.004051008929
258	0.004048042941
259	0.004043566152
260	0.004041335399
261	0.004038411933
262	0.004037104415
263	0.00403462192
264	0.004032143794
265	0.004029827875
266	0.004028235767
267	0.004022531449
268	0.004020398443
269	0.00401833203
270	0.004016195351
271	0.004014890996
272	0.004012014537
273	0.00400900442
274	0.0040068718
275	0.004003203949
276	0.004000838239
277	0.003998424799
278	0.00399659153
279	0.003995080466
280	0.003992375449
281	0.003989644994
282	0.00398869069
283	0.003986017629
284	0.003985079108
285	0.003983812666
286	0.003980770356
287	0.003978892986
288	0.003974140899
289	0.003972798195
290	0.00396936479
291	0.003965535098
292	0.003962707845
293	0.003960090318
294	0.003958003503
295	0.003956325037
296	0.003954142926
297	0.003951896534
298	0.003950611377
299	0.003947833507
300	0.003946269757
301	0.003944110436
302	0.003940613298
303	0.003937874459
304	0.00393523651
305	0.003932824676
306	0.003932106821
307	0.003928072
308	0.003925955534
309	0.0039243581
310	0.003920702807
311	0.003917560907
312	0.003916079397
313	0.003914183867
314	0.003913198236
315	0.003911142445
316	0.003909799902
317	0.003908714292
318	0.003905885165
319	0.003904554931
320	0.003900480908
321	0.003896744735
322	0.003894998636
323	0.003893528221
324	0.00389194566
325	0.003891145527
326	0.003889326884
327	0.003887975903
328	0.003886231169
329	0.00388458803
330	0.00388255811
331	0.003881186349
332	0.003878612031
333	0.00387668472
334	0.003875301648
335	0.003873237753
336	0.003872009727
337	0.003870028671
338	0.003866624725
339	0.003863010295
340	0.003862070526
341	0.003861004997
342	0.003858300635
343	0.003856940439
344	0.003855651743
345	0.003854923534
346	0.003853139743
347	0.003851669882
348	0.003849988828
349	0.003849063973
350	0.003847634486
351	0.003846695831
352	0.003844530064
353	0.0038425381
354	0.003841685432
355	0.003840102539
356	0.003837608404
357	0.003836538218
358	0.003834700256
359	0.00383283552
360	0.003830860523
361	0.003830144237
362	0.003828014316
363	0.003826615967
364	0.003825200562
365	0.003823995587
366	0.003822231437
367	0.003821182481
368	0.003820004599
369	0.003818564947
370	0.003816972146
371	0.00381412444
372	0.003812670995
373	0.003811001835
374	0.00380866898
375	0.00380758619
376	0.003806961341
377	0.003805781395
378	0.00380495263
379	0.00380324816
380	0.003801371935
381	0.003800223208
382	0.003799660435
383	0.003798734481
384	0.003797450163
385	0.00379595135
386	0.003794133108
387	0.00379227859
388	0.003790595488
389	0.003789351871
390	0.00378804346
391	0.00378440287
392	0.003782999076
393	0.00378183902
394	0.003780432785
395	0.003779544804
396	0.003777700846
397	0.003776444782
398	0.003774679048
399	0.003773766449
400	0.003771984114
401	0.00377012318
402	0.003769324258
403	0.003768019996
404	0.003767254685
405	0.0037644169
406	0.003763389577
407	0.00376170676
408	0.003760276477
409	0.003759214569
410	0.003757251474
411	0.0037562224
412	0.003755207846
413	0.003754249859
414	0.003752786794
415	0.003751781425
416	0.003750430566
417	0.003749455795
418	0.003748280448
419	0.003746096788
420	0.003744894513
421	0.003743112355
422	0.003741713562
423	0.003740664613
424	0.003739395659
425	0.003737740606
426	0.003737289218
427	0.003735302781
428	0.003733966241
429	0.003732413864
430	0.003730767013
431	0.003729766102
432	0.003729040448
433	0.003726961361
434	0.003725751597
435	0.003723883566
436	0.003722093312
437	0.00372075821
438	0.003718516681
439	0.003717021699
440	0.003716394756
441	0.003715896091
442	0.00371537366
443	0.003714233046
444	0.00371284273
445	0.003711342357
446	0.003710609807
447	0.003708764169
448	0.003707214396
449	0.003705314271
450	0.003703459554
451	0.003701766514
452	0.003700043686
453	0.003698812757
454	0.003697856184
455	0.003696682367
456	0.003693926675
457	0.003692859702
458	0.003690792806
459	0.003689653505
460	0.003688199725
461	0.003687135489
462	0.003686149526
463	0.003684647504
464	0.003683986733
465	0.003682504761
466	0.003681431116
467	0.003679831477
468	0.003679120348
469	0.003677668077
470	0.00367668296
471	0.003675914931
472	0.00367499569
473	0.003674228606
474	0.003673193955
475	0.003672804513
476	0.003671255734
477	0.0036697849
478	0.003668597622
479	0.003666904345
480	0.003664830525
481	0.00366321718
482	0.003662395464
483	0.003661629462
484	0.003660651075
485	0.003659434958
486	0.003658865355
487	0.003658095763
488	0.003657071305
489	0.003655923069
490	0.003655132458
491	0.003653822817
492	0.003652523299
493	0.003650765111
494	0.00364996954
495	0.003648277207
496	0.003647058062
497	0.003645356633
498	0.003643858517
499	0.003643249721
500	0.003642625238
501	0.003641747957
502	0.003640369817
503	0.003639774275
504	0.003638788568
505	0.003637441382
506	0.003636473764
507	0.003635688514
508	0.003634345317
509	0.003633196309
510	0.00363237065
511	0.00363100907
512	0.003630375191
513	0.003629177351
514	0.003627943057
515	0.003626821644
516	0.003625718822
517	0.003624683688
518	0.003623904817
519	0.003622354533
520	0.003621541202
521	0.003620761342
522	0.003620272758
523	0.003619151094
524	0.00361783373
525	0.003617050398
526	0.003616111803
527	0.00361415246
528	0.00361329364
529	0.003612253766
530	0.003611602102
531	0.003610992432
532	0.00361029843
533	0.003608172092
534	0.003607550563
535	0.003606467489
536	0.003605940851
537	0.003604500605
538	0.003602408206
539	0.003601346301
540	0.003600633168
541	0.003599654452
542	0.003598086929
543	0.003597065638
544	0.003596450974
545	0.003595449717
546	0.003594973215
547	0.003593782158
548	0.003593156535
549	0.003592197024
550	0.003591545625
551	0.003590005609
552	0.003589467933
553	0.00358844254
554	0.003587252969
555	0.003586107521
556	0.003585126572
557	0.003584488061
558	0.003582760133
559	0.003581357797
560	0.0035802961
561	0.003579483016
562	0.00357772053
563	0.003576150464
564	0.003574518235
565	0.00357340895
566	0.00357205611
567	0.00357120223
568	0.003570274813
569	0.003569362872
570	0.003568290664
571	0.003567200156
572	0.003566423714
573	0.003566004945
574	0.003565185083
575	0.003564514191
576	0.003563344657
577	0.003561852905
578	0.003561139373
579	0.003560012458
580	0.003559597924
581	0.003558242604
582	0.003557531363
583	0.003557115448
584	0.003555998456
585	0.003554987783
586	0.003553873445
587	0.003552549244
588	0.003551508943
589	0.003550552424
590	0.003549888674
591	0.003548895826
592	0.003547499994
593	0.003546371145
594	0.003545930603
595	0.003545281818
596	0.003544628165
597	0.003543915799
598	0.003543459045
599	0.003542582207
600	0.003542173773
601	0.003540227327
602	0.00353939843
603	0.003539012671
604	0.003538481427
605	0.003537624834
606	0.003536891673
607	0.003535752321
608	0.003534509965
609	0.003533492315
610	0.003532898532
611	0.003532212474
612	0.003531602087
613	0.003530749368
614	0.003529934378
615	0.003529177444
616	0.003527834179
617	0.003527185479
618	0.003526474122
619	0.003525666392
620	0.003525128724
621	0.003524398994
622	0.00352307335
623	0.003522230692
624	0.003521690637
625	0.003520562283
626	0.003519541117
627	0.003518614696
628	0.003518162576
629	0.003517607526
630	0.003517047897
631	0.0035160617
632	0.003515180497
633	0.003514687909
634	0.003513379287
635	0.003512571216
636	0.003511515058
637	0.003510885458
638	0.003509998863
639	0.003508856548
640	0.003507952334
641	0.003506938086
642	0.003506589539
643	0.003505158366
644	0.00350442073
645	0.003503892944
646	0.003503408709
647	0.003502842306
648	0.003501789861
649	0.003500852277
650	0.003499603687
651	0.003498825747
652	0.003498069877
653	0.003497252041
654	0.003496564566
655	0.003495936359
656	0.003495155225
657	0.003494137823
658	0.00349288044
659	0.00349241773
660	0.003491614943
661	0.003490807277
662	0.003490539412
663	0.003489920153
664	0.003489625345
665	0.003488894229
666	0.003488008019
667	0.003487441432
668	0.003486705736
669	0.003486423074
670	0.003486102218
671	0.003485689996
672	0.003485253178
673	0.003484899649
674	0.003484468519
675	0.003483937987
676	0.003482886762
677	0.003482299455
678	0.003481458748
679	0.003480875022
680	0.003480120236
681	0.003479895945
682	0.003479112209
683	0.003478141765
684	0.003477719503
685	0.003477258488
686	0.003476506522
687	0.003476022824
688	0.003475277829
689	0.003474695794
690	0.003473972656
691	0.003473201493
692	0.003472481028
693	0.003472167299
694	0.003471516827
695	0.003470558135
696	0.003469994185
697	0.003469468562
698	0.003468936603
699	0.003468040703
700	0.003467030061
701	0.00346688017
702	0.003466092102
703	0.00346567158
704	0.003465043609
705	0.003464091519
706	0.003463277093
707	0.003462272235
708	0.003461412735
709	0.003460975558
710	0.003460815059
711	0.003460392606
712	0.003459631921
713	0.003458884507
714	0.003458210354
715	0.003457852303
716	0.003457385797
717	0.003456968664
718	0.003456306021
719	0.003455376685
720	0.003454969443
721	0.003454183669
722	0.003453502892
723	0.00345300324
724	0.00345202975
725	0.003451242743
726	0.003450842735
727	0.003450386687
728	0.003450057654
729	0.003449681124
730	0.003449192326
731	0.003448845018
732	0.003447782048
733	0.003447397771
734	0.003446272407
735	0.0034456473
736	0.003444662908
737	0.003443996816
738	0.003443547253
739	0.003442560146
740	0.003441876839
741	0.00344139526
742	0.003440643819
743	0.003440159848
744	0.003439206505
745	0.003438880008
746	0.003438469088
747	0.00343751992
748	0.00343710332
749	0.003436471096
750	0.003435384997
751	0.003434662634
752	0.003433925713
753	0.00343321476
754	0.003432786189
755	0.00343229054
756	0.003431525715
757	0.00343076991
758	0.003429917752
759	0.003429001806
760	0.003428668502
761	0.003428320579
762	0.003427860341
763	0.003427282059
764	0.003426964015
765	0.003426146127
766	0.003425654312
767	0.003425343447
768	0.003424587118
769	0.003423988891
770	0.003423498104
771	0.003422698434
772	0.003421931231
773	0.003420939956
774	0.003420773801
775	0.003419642888
776	0.003418973865
777	0.003418351339
778	0.003418092228
779	0.003416809709
780	0.003416179368
781	0.003415661934
782	0.003414924397
783	0.003414503805
784	0.003413768331
785	0.003413626974
786	0.003412984207
787	0.003412150171
788	0.003411772401
789	0.003411096265
790	0.003410606914
791	0.003410236885
792	0.003409630309
793	0.003408785406
794	0.003407970338
795	0.003407635076
796	0.003406791587
797	0.003406598858
798	0.003405888704
799	0.003405540913
800	0.003405018142
801	0.00340440128
802	0.003403948436
803	0.003403307196
804	0.003402637391
805	0.003401992927
806	0.003401465459
807	0.003400832221
808	0.003399327165
809	0.003398788334
810	0.003398291346
811	0.003397637474
812	0.00339712773
813	0.003396811599
814	0.003396369666
815	0.003396126232
816	0.003395739255
817	0.003395314377
818	0.003394660869
819	0.003393843287
820	0.00339351039
821	0.003393116484
822	0.003392847682
823	0.003392411687
824	0.003391674524
825	0.003391199836
826	0.003390826759
827	0.003390578209
828	0.003390011323
829	0.003389529602
830	0.003388744687
831	0.003388317891
832	0.003387927612
833	0.003387119873
834	0.003386575774
835	0.003386231391
836	0.003385472381
837	0.003385013851
838	0.003384279588
839	0.003383996778
840	0.003383408822
841	0.003383140247
842	0.00338232978
843	0.003381325754
844	0.003380794625
845	0.00337994488
846	0.003379153283
847	0.003378760114
848	0.003377764819
849	0.003377196767
850	0.00337673479
851	0.003376574107
852	0.003375940953
853	0.003375001559
854	0.003374424349
855	0.003374151541
856	0.003373775869
857	0.003373374773
858	0.003372469589
859	0.003371817755
860	0.003371438452
861	0.003371161899
862	0.003370574012
863	0.003370055268
864	0.003369728024
865	0.003369346954
866	0.003368740139
867	0.003368055596
868	0.003367739754
869	0.003367182959
870	0.003366443703
871	0.003365767935
872	0.003365134396
873	0.003364756755
874	0.003364159205
875	0.003363419477
876	0.003362992935
877	0.003362200724
878	0.003361605052
879	0.003361126021
880	0.003360772681
881	0.003360476756
882	0.003359828385
883	0.003359166344
884	0.003358289958
885	0.003358051983
886	0.003357756473
887	0.003357118385
888	0.003356868898
889	0.003356406527
890	0.003356072347
891	0.003355797891
892	0.003355361697
893	0.003354724891
894	0.00335404
895	0.003353549095
896	0.00335325831
897	0.003352587245
898	0.003352112922
899	0.003351839284
900	0.003351329823
901	0.00335119398
902	0.003350367161
903	0.003350070175
904	0.003349581469
905	0.00334913215
906	0.003348520183
907	0.003348020453
908	0.003347503537
909	0.003347000903
910	0.003346525233
911	0.003345806651
912	0.003345500625
913	0.003345205212
914	0.003344566128
915	0.003343843001
916	0.00334343044
917	0.00334266343
918	0.003342198256
919	0.003342136013
920	0.003341518729
921	0.00334126759
922	0.00334107163
923	0.003340582939
924	0.003340250554
925	0.003339709352
926	0.003339262524
927	0.003338823092
928	0.00333841257
929	0.00333787471
930	0.003337466202
931	0.003336902671
932	0.003336682253
933	0.003336205126
934	0.003335748289
935	0.003335153522
936	0.003334905464
937	0.003333757908
938	0.003333290366
939	0.003332811563
940	0.003331505423
941	0.003330618178
942	0.00333010151
943	0.00332958331
944	0.003329005297
945	0.003328776082
946	0.003328199336
947	0.0033279336
948	0.00332756694
949	0.003327212198
950	0.003326808818
951	0.003326330768
952	0.003325764988
953	0.003325146941
954	0.003324989318
955	0.003324622714
956	0.003324277663
957	0.003323890416
958	0.003323390799
959	0.003322723308
960	0.003322172346
961	0.003321817622
962	0.00332122268
963	0.003320480384
964	0.003320188028
965	0.003319886679
966	0.00331911689
967	0.003318496948
968	0.003318092548
969	0.003317800021
970	0.003317552679
971	0.003317082558
972	0.003316622383
973	0.003316065179
974	0.003315736344
975	0.003315433334
976	0.003314844301
977	0.003314507905
978	0.003314209713
979	0.003313925088
980	0.003313598483
981	0.003312936887
982	0.003312653152
983	0.003312202429
984	0.003311602234
985	0.003311042598
986	0.003310029507
987	0.003309427812
988	0.003309056944
989	0.003307996037
990	0.003307724965
991	0.003307433414
992	0.003306933307
993	0.003306629322
994	0.003305981519
995	0.003305546815
996	0.003305054886
997	0.003304618231
998	0.003304448285
999	0.00330401222
